dt,volume
2022-03-01 21:15:00,42511
2022-03-01 21:20:00,27841
2022-03-01 21:25:00,17446
2022-03-01 21:30:00,14174
2022-03-01 21:35:00,14355
2022-03-01 21:40:00,15173
2022-03-01 21:45:00,15244
2022-03-01 21:50:00,10897
2022-03-01 21:55:00,11578
2022-03-01 22:00:00,7757
2022-03-01 22:05:00,8600
2022-03-01 22:10:00,16776
2022-03-01 22:15:00,8503
2022-03-01 22:20:00,5666
2022-03-01 22:25:00,11226
2022-03-01 22:30:00,3347
2022-03-01 22:35:00,10410
2022-03-01 22:40:00,13065
2022-03-01 22:45:00,23797
2022-03-01 22:50:00,17089
2022-03-01 22:55:00,10184
2022-03-01 23:00:00,15446
2022-03-02 09:05:00,36931
2022-03-02 09:10:00,29381
2022-03-02 09:15:00,34546
2022-03-02 09:20:00,19787
2022-03-02 09:25:00,11697
2022-03-02 09:30:00,12762
2022-03-02 09:35:00,10467
2022-03-02 09:40:00,9667
2022-03-02 09:45:00,9019
2022-03-02 09:50:00,9791
2022-03-02 09:55:00,6115
2022-03-02 10:00:00,13108
2022-03-02 10:05:00,12395
2022-03-02 10:10:00,32421
2022-03-02 10:15:00,20203
2022-03-02 10:35:00,39230
2022-03-02 10:40:00,29549
2022-03-02 10:45:00,16139
2022-03-02 10:50:00,38123
2022-03-02 10:55:00,17574
2022-03-02 11:00:00,14594
2022-03-02 11:05:00,15434
2022-03-02 11:10:00,48546
2022-03-02 11:15:00,73252
2022-03-02 11:20:00,47657
2022-03-02 11:25:00,37704
2022-03-02 11:30:00,32657
2022-03-02 13:35:00,48065
2022-03-02 13:40:00,20414
2022-03-02 13:45:00,13006
2022-03-02 13:50:00,11387
2022-03-02 13:55:00,10766
2022-03-02 14:00:00,15729
2022-03-02 14:05:00,13521
2022-03-02 14:10:00,13763
2022-03-02 14:15:00,7085
2022-03-02 14:20:00,26941
2022-03-02 14:25:00,13048
2022-03-02 14:30:00,6417
2022-03-02 14:35:00,18319
2022-03-02 14:40:00,12468
2022-03-02 14:45:00,18021
2022-03-02 14:50:00,14281
2022-03-02 14:55:00,17334
2022-03-02 15:00:00,42810
2022-03-02 21:05:00,100794
2022-03-02 21:10:00,28635
2022-03-02 21:15:00,20436
2022-03-02 21:20:00,17237
2022-03-02 21:25:00,19736
2022-03-02 21:30:00,11243
2022-03-02 21:35:00,21459
2022-03-02 21:40:00,11078
2022-03-02 21:45:00,14964
2022-03-02 21:50:00,8648
2022-03-02 21:55:00,22783
2022-03-02 22:00:00,7397
2022-03-02 22:05:00,12591
2022-03-02 22:10:00,24834
2022-03-02 22:15:00,23321
2022-03-02 22:20:00,15478
2022-03-02 22:25:00,18937
2022-03-02 22:30:00,28408
2022-03-02 22:35:00,17865
2022-03-02 22:40:00,10993
2022-03-02 22:45:00,8442
2022-03-02 22:50:00,15588
2022-03-02 22:55:00,12927
2022-03-02 23:00:00,16274
2022-03-03 09:05:00,57646
2022-03-03 09:10:00,32857
2022-03-03 09:15:00,33833
2022-03-03 09:20:00,46611
2022-03-03 09:25:00,39950
2022-03-03 09:30:00,37802
2022-03-03 09:35:00,37686
2022-03-03 09:40:00,19187
2022-03-03 09:45:00,45871
2022-03-03 09:50:00,22701
2022-03-03 09:55:00,47818
2022-03-03 10:00:00,47290
2022-03-03 10:05:00,24940
2022-03-03 10:10:00,46555
2022-03-03 10:15:00,27796
2022-03-03 10:35:00,23253
2022-03-03 10:40:00,13692
2022-03-03 10:45:00,11622
2022-03-03 10:50:00,22510
2022-03-03 10:55:00,13397
2022-03-03 11:00:00,18202
2022-03-03 11:05:00,15749
2022-03-03 11:10:00,12784
2022-03-03 11:15:00,22175
2022-03-03 11:20:00,19521
2022-03-03 11:25:00,30396
2022-03-03 11:30:00,18360
2022-03-03 13:35:00,99747
2022-03-03 13:40:00,42165
2022-03-03 13:45:00,26589
2022-03-03 13:50:00,52657
2022-03-03 13:55:00,34385
2022-03-03 14:00:00,31924
2022-03-03 14:05:00,40680
2022-03-03 14:10:00,29723
2022-03-03 14:15:00,45004
2022-03-03 14:20:00,18607
2022-03-03 14:25:00,14345
2022-03-03 14:30:00,21113
2022-03-03 14:35:00,15450
2022-03-03 14:40:00,10584
2022-03-03 14:45:00,10735
2022-03-03 14:50:00,30305
2022-03-03 14:55:00,30627
2022-03-03 15:00:00,30978
2022-03-03 21:05:00,75259
2022-03-03 21:10:00,26140
2022-03-03 21:15:00,46234
2022-03-03 21:20:00,37798
2022-03-03 21:25:00,25641
2022-03-03 21:30:00,43817
2022-03-03 21:35:00,60229
2022-03-03 21:40:00,40932
2022-03-03 21:45:00,21596
2022-03-03 21:50:00,23900
2022-03-03 21:55:00,44060
2022-03-03 22:00:00,28041
2022-03-03 22:05:00,25858
2022-03-03 22:10:00,15498
2022-03-03 22:15:00,19745
2022-03-03 22:20:00,12546
2022-03-03 22:25:00,11516
2022-03-03 22:30:00,10904
2022-03-03 22:35:00,8235
2022-03-03 22:40:00,6435
2022-03-03 22:45:00,4682
2022-03-03 22:50:00,25024
2022-03-03 22:55:00,16128
2022-03-03 23:00:00,19581
2022-03-04 09:05:00,40583
2022-03-04 09:10:00,18402
2022-03-04 09:15:00,11555
2022-03-04 09:20:00,13357
2022-03-04 09:25:00,17705
2022-03-04 09:30:00,11693
2022-03-04 09:35:00,19691
2022-03-04 09:40:00,38133
2022-03-04 09:45:00,22040
2022-03-04 09:50:00,29271
2022-03-04 09:55:00,15848
2022-03-04 10:00:00,12030
2022-03-04 10:05:00,38221
2022-03-04 10:10:00,24690
2022-03-04 10:15:00,39060
2022-03-04 10:35:00,33448
2022-03-04 10:40:00,11772
2022-03-04 10:45:00,39512
2022-03-04 10:50:00,20923
2022-03-04 10:55:00,13539
2022-03-04 11:00:00,33760
2022-03-04 11:05:00,28388
2022-03-04 11:10:00,19942
2022-03-04 11:15:00,23396
2022-03-04 11:20:00,16762
2022-03-04 11:25:00,13257
2022-03-04 11:30:00,22840
2022-03-04 13:35:00,38698
2022-03-04 13:40:00,22211
2022-03-04 13:45:00,27783
2022-03-04 13:50:00,20781
2022-03-04 13:55:00,13000
2022-03-04 14:00:00,13744
2022-03-04 14:05:00,11245
2022-03-04 14:10:00,18007
2022-03-04 14:15:00,9571
2022-03-04 14:20:00,7055
2022-03-04 14:25:00,14343
2022-03-04 14:30:00,22609
2022-03-04 14:35:00,27945
2022-03-04 14:40:00,22045
2022-03-04 14:45:00,29067
2022-03-04 14:50:00,26907
2022-03-04 14:55:00,21342
2022-03-04 15:00:00,35850
2022-03-04 21:05:00,59441
2022-03-04 21:10:00,74604
2022-03-04 21:15:00,36238
2022-03-04 21:20:00,35342
2022-03-04 21:25:00,33776
2022-03-04 21:30:00,24819
2022-03-04 21:35:00,34348
2022-03-04 21:40:00,21742
2022-03-04 21:45:00,11215
2022-03-04 21:50:00,17058
2022-03-04 21:55:00,20448
2022-03-04 22:00:00,19218
2022-03-04 22:05:00,32401
2022-03-04 22:10:00,17304
2022-03-04 22:15:00,11236
2022-03-04 22:20:00,12847
2022-03-04 22:25:00,11966
2022-03-04 22:30:00,9218
2022-03-04 22:35:00,10126
2022-03-04 22:40:00,41997
2022-03-04 22:45:00,20309
2022-03-04 22:50:00,20490
2022-03-04 22:55:00,13759
2022-03-04 23:00:00,24013
2022-03-07 09:05:00,187057
2022-03-07 09:10:00,104977
2022-03-07 09:15:00,59995
2022-03-07 09:20:00,35285
2022-03-07 09:25:00,21549
2022-03-07 09:30:00,15642
2022-03-07 09:35:00,24342
2022-03-07 09:40:00,15506
2022-03-07 09:45:00,16961
2022-03-07 09:50:00,19161
2022-03-07 09:55:00,13733
2022-03-07 10:00:00,16093
2022-03-07 10:05:00,27202
2022-03-07 10:10:00,44057
2022-03-07 10:15:00,42587
2022-03-07 10:35:00,74179
2022-03-07 10:40:00,23253
2022-03-07 10:45:00,15096
2022-03-07 10:50:00,12288
2022-03-07 10:55:00,20228
2022-03-07 11:00:00,23711
2022-03-07 11:05:00,16286
2022-03-07 11:10:00,11246
2022-03-07 11:15:00,17848
2022-03-07 11:20:00,39120
2022-03-07 11:25:00,22902
2022-03-07 11:30:00,16437
2022-03-07 13:35:00,51125
2022-03-07 13:40:00,19832
2022-03-07 13:45:00,23203
2022-03-07 13:50:00,13437
2022-03-07 13:55:00,19271
2022-03-07 14:00:00,12866
2022-03-07 14:05:00,17580
2022-03-07 14:10:00,11756
2022-03-07 14:15:00,11368
2022-03-07 14:20:00,15201
2022-03-07 14:25:00,9637
2022-03-07 14:30:00,20089
2022-03-07 14:35:00,32917
2022-03-07 14:40:00,16900
2022-03-07 14:45:00,21542
2022-03-07 14:50:00,21563
2022-03-07 14:55:00,20636
2022-03-07 15:00:00,40563
2022-03-07 21:05:00,101385
2022-03-07 21:10:00,74864
2022-03-07 21:15:00,38741
2022-03-07 21:20:00,26919
2022-03-07 21:25:00,76462
2022-03-07 21:30:00,77725
2022-03-07 21:35:00,58701
2022-03-07 21:40:00,73872
2022-03-07 21:45:00,115499
2022-03-07 21:50:00,82888
2022-03-07 21:55:00,47324
2022-03-07 22:00:00,26642
2022-03-07 22:05:00,43064
2022-03-07 22:10:00,72059
2022-03-07 22:15:00,24268
2022-03-07 22:20:00,31346
2022-03-07 22:25:00,45052
2022-03-07 22:30:00,33237
2022-03-07 22:35:00,38047
2022-03-07 22:40:00,17789
2022-03-07 22:45:00,37810
2022-03-07 22:50:00,17443
2022-03-07 22:55:00,30267
2022-03-07 23:00:00,24041
2022-03-08 09:05:00,65818
2022-03-08 09:10:00,28577
2022-03-08 09:15:00,25338
2022-03-08 09:20:00,13615
2022-03-08 09:25:00,16889
2022-03-08 09:30:00,14104
2022-03-08 09:35:00,23414
2022-03-08 09:40:00,7795
2022-03-08 09:45:00,12571
2022-03-08 09:50:00,9041
2022-03-08 09:55:00,20304
2022-03-08 10:00:00,10982
2022-03-08 10:05:00,15904
2022-03-08 10:10:00,9239
2022-03-08 10:15:00,11971
2022-03-08 10:35:00,14320
2022-03-08 10:40:00,35048
2022-03-08 10:45:00,13838
2022-03-08 10:50:00,12599
2022-03-08 10:55:00,11226
2022-03-08 11:00:00,16123
2022-03-08 11:05:00,10987
2022-03-08 11:10:00,19775
2022-03-08 11:15:00,81186
2022-03-08 11:20:00,30637
2022-03-08 11:25:00,21508
2022-03-08 11:30:00,32164
2022-03-08 13:35:00,38344
2022-03-08 13:40:00,19174
2022-03-08 13:45:00,19718
2022-03-08 13:50:00,16981
2022-03-08 13:55:00,11005
2022-03-08 14:00:00,39434
2022-03-08 14:05:00,55569
2022-03-08 14:10:00,26925
2022-03-08 14:15:00,25218
2022-03-08 14:20:00,17774
2022-03-08 14:25:00,14295
2022-03-08 14:30:00,12874
2022-03-08 14:35:00,34383
2022-03-08 14:40:00,12432
2022-03-08 14:45:00,12024
2022-03-08 14:50:00,17963
2022-03-08 14:55:00,19986
2022-03-08 15:00:00,44268
2022-03-08 21:05:00,155845
2022-03-08 21:10:00,61900
2022-03-08 21:15:00,35385
2022-03-08 21:20:00,55541
2022-03-08 21:25:00,21898
2022-03-08 21:30:00,13010
2022-03-08 21:35:00,16256
2022-03-08 21:40:00,37038
2022-03-08 21:45:00,21901
2022-03-08 21:50:00,18160
2022-03-08 21:55:00,18662
2022-03-08 22:00:00,16551
2022-03-08 22:05:00,21471
2022-03-08 22:10:00,23131
2022-03-08 22:15:00,21695
2022-03-08 22:20:00,9955
2022-03-08 22:25:00,10907
2022-03-08 22:30:00,10897
2022-03-08 22:35:00,7108
2022-03-08 22:40:00,13231
2022-03-08 22:45:00,4352
2022-03-08 22:50:00,12433
2022-03-08 22:55:00,9986
2022-03-08 23:00:00,15283
2022-03-09 09:05:00,42725
2022-03-09 09:10:00,17889
2022-03-09 09:15:00,18267
2022-03-09 09:20:00,13472
2022-03-09 09:25:00,10588
2022-03-09 09:30:00,13433
2022-03-09 09:35:00,10914
2022-03-09 09:40:00,10627
2022-03-09 09:45:00,10258
2022-03-09 09:50:00,10224
2022-03-09 09:55:00,17556
2022-03-09 10:00:00,18519
2022-03-09 10:05:00,11263
2022-03-09 10:10:00,11659
2022-03-09 10:15:00,6738
2022-03-09 10:35:00,13938
2022-03-09 10:40:00,7104
2022-03-09 10:45:00,9611
2022-03-09 10:50:00,10578
2022-03-09 10:55:00,7854
2022-03-09 11:00:00,17388
2022-03-09 11:05:00,12432
2022-03-09 11:10:00,14652
2022-03-09 11:15:00,10365
2022-03-09 11:20:00,14085
2022-03-09 11:25:00,6639
2022-03-09 11:30:00,23806
2022-03-09 13:35:00,55376
2022-03-09 13:40:00,25260
2022-03-09 13:45:00,50129
2022-03-09 13:50:00,50108
2022-03-09 13:55:00,32415
2022-03-09 14:00:00,16037
2022-03-09 14:05:00,22139
2022-03-09 14:10:00,12339
2022-03-09 14:15:00,10901
2022-03-09 14:20:00,21822
2022-03-09 14:25:00,23616
2022-03-09 14:30:00,26619
2022-03-09 14:35:00,8718
2022-03-09 14:40:00,21058
2022-03-09 14:45:00,9525
2022-03-09 14:50:00,19897
2022-03-09 14:55:00,25710
2022-03-09 15:00:00,65397
2022-03-09 21:05:00,143668
2022-03-09 21:10:00,42663
2022-03-09 21:15:00,73668
2022-03-09 21:20:00,48943
2022-03-09 21:25:00,50500
2022-03-09 21:30:00,25123
2022-03-09 21:35:00,21388
2022-03-09 21:40:00,22181
2022-03-09 21:45:00,23049
2022-03-09 21:50:00,9263
2022-03-09 21:55:00,12488
2022-03-09 22:00:00,13244
2022-03-09 22:05:00,16776
2022-03-09 22:10:00,11709
2022-03-09 22:15:00,7851
2022-03-09 22:20:00,12361
2022-03-09 22:25:00,5306
2022-03-09 22:30:00,11584
2022-03-09 22:35:00,4599
2022-03-09 22:40:00,6532
2022-03-09 22:45:00,13173
2022-03-09 22:50:00,13807
2022-03-09 22:55:00,15746
2022-03-09 23:00:00,20410
2022-03-10 09:05:00,78135
2022-03-10 09:10:00,28762
2022-03-10 09:15:00,24997
2022-03-10 09:20:00,13682
2022-03-10 09:25:00,18420
2022-03-10 09:30:00,14466
2022-03-10 09:35:00,11044
2022-03-10 09:40:00,12855
2022-03-10 09:45:00,6680
2022-03-10 09:50:00,13156
2022-03-10 09:55:00,7229
2022-03-10 10:00:00,11545
2022-03-10 10:05:00,18036
2022-03-10 10:10:00,8628
2022-03-10 10:15:00,30489
2022-03-10 10:35:00,21668
2022-03-10 10:40:00,38833
2022-03-10 10:45:00,30790
2022-03-10 10:50:00,45716
2022-03-10 10:55:00,26552
2022-03-10 11:00:00,21708
2022-03-10 11:05:00,19970
2022-03-10 11:10:00,21036
2022-03-10 11:15:00,18990
2022-03-10 11:20:00,40404
2022-03-10 11:25:00,27550
2022-03-10 11:30:00,26782
2022-03-10 13:35:00,66639
2022-03-10 13:40:00,23073
2022-03-10 13:45:00,29131
2022-03-10 13:50:00,20066
2022-03-10 13:55:00,10270
2022-03-10 14:00:00,24878
2022-03-10 14:05:00,12502
2022-03-10 14:10:00,9430
2022-03-10 14:15:00,5605
2022-03-10 14:20:00,11909
2022-03-10 14:25:00,6601
2022-03-10 14:30:00,9451
2022-03-10 14:35:00,11667
2022-03-10 14:40:00,12614
2022-03-10 14:45:00,7503
2022-03-10 14:50:00,21977
2022-03-10 14:55:00,19954
2022-03-10 15:00:00,25988
2022-03-10 21:05:00,60942
2022-03-10 21:10:00,34498
2022-03-10 21:15:00,23780
2022-03-10 21:20:00,17013
2022-03-10 21:25:00,13560
2022-03-10 21:30:00,11501
2022-03-10 21:35:00,10831
2022-03-10 21:40:00,18861
2022-03-10 21:45:00,21597
2022-03-10 21:50:00,16010
2022-03-10 21:55:00,12281
2022-03-10 22:00:00,26974
2022-03-10 22:05:00,13344
2022-03-10 22:10:00,11118
2022-03-10 22:15:00,10829
2022-03-10 22:20:00,8023
2022-03-10 22:25:00,5516
2022-03-10 22:30:00,12282
2022-03-10 22:35:00,8612
2022-03-10 22:40:00,10479
2022-03-10 22:45:00,10007
2022-03-10 22:50:00,7057
2022-03-10 22:55:00,13392
2022-03-10 23:00:00,45496
2022-03-11 09:05:00,47418
2022-03-11 09:10:00,22396
2022-03-11 09:15:00,20965
2022-03-11 09:20:00,34651
2022-03-11 09:25:00,19457
2022-03-11 09:30:00,16552
2022-03-11 09:35:00,23040
2022-03-11 09:40:00,42000
2022-03-11 09:45:00,15879
2022-03-11 09:50:00,19230
2022-03-11 09:55:00,16974
2022-03-11 10:00:00,13948
2022-03-11 10:05:00,23540
2022-03-11 10:10:00,16743
2022-03-11 10:15:00,20592
2022-03-11 10:35:00,21122
2022-03-11 10:40:00,11977
2022-03-11 10:45:00,10543
2022-03-11 10:50:00,7564
2022-03-11 10:55:00,16634
2022-03-11 11:00:00,13881
2022-03-11 11:05:00,16222
2022-03-11 11:10:00,12804
2022-03-11 11:15:00,6779
2022-03-11 11:20:00,9376
2022-03-11 11:25:00,8658
2022-03-11 11:30:00,9782
2022-03-11 13:35:00,27130
2022-03-11 13:40:00,10320
2022-03-11 13:45:00,25346
2022-03-11 13:50:00,16555
2022-03-11 13:55:00,37762
2022-03-11 14:00:00,20182
2022-03-11 14:05:00,15523
2022-03-11 14:10:00,7341
2022-03-11 14:15:00,15986
2022-03-11 14:20:00,13439
2022-03-11 14:25:00,14549
2022-03-11 14:30:00,8958
2022-03-11 14:35:00,18701
2022-03-11 14:40:00,14663
2022-03-11 14:45:00,7282
2022-03-11 14:50:00,10437
2022-03-11 14:55:00,43995
2022-03-11 15:00:00,33527
2022-03-11 21:05:00,91781
2022-03-11 21:10:00,45512
2022-03-11 21:15:00,20659
2022-03-11 21:20:00,14362
2022-03-11 21:25:00,11549
2022-03-11 21:30:00,9497
2022-03-11 21:35:00,14924
2022-03-11 21:40:00,19645
2022-03-11 21:45:00,30518
2022-03-11 21:50:00,16265
2022-03-11 21:55:00,14015
2022-03-11 22:00:00,18474
2022-03-11 22:05:00,14244
2022-03-11 22:10:00,7692
2022-03-11 22:15:00,4933
2022-03-11 22:20:00,8691
2022-03-11 22:25:00,12022
2022-03-11 22:30:00,5076
2022-03-11 22:35:00,5851
2022-03-11 22:40:00,6614
2022-03-11 22:45:00,20179
2022-03-11 22:50:00,9695
2022-03-11 22:55:00,13156
2022-03-11 23:00:00,35553
2022-03-14 09:05:00,274854
2022-03-14 09:10:00,82478
2022-03-14 09:15:00,38602
2022-03-14 09:20:00,62293
2022-03-14 09:25:00,33907
2022-03-14 09:30:00,17842
2022-03-14 09:35:00,21638
2022-03-14 09:40:00,17030
2022-03-14 09:45:00,10102
2022-03-14 09:50:00,31248
2022-03-14 09:55:00,50879
2022-03-14 10:00:00,23281
2022-03-14 10:05:00,11915
2022-03-14 10:10:00,8487
2022-03-14 10:15:00,14298
2022-03-14 10:35:00,12814
2022-03-14 10:40:00,8910
2022-03-14 10:45:00,15642
2022-03-14 10:50:00,13541
2022-03-14 10:55:00,10169
2022-03-14 11:00:00,5154
2022-03-14 11:05:00,10730
2022-03-14 11:10:00,13658
2022-03-14 11:15:00,9463
2022-03-14 11:20:00,12629
2022-03-14 11:25:00,21706
2022-03-14 11:30:00,21352
2022-03-14 13:35:00,66862
2022-03-14 13:40:00,30344
2022-03-14 13:45:00,19657
2022-03-14 13:50:00,21423
2022-03-14 13:55:00,25155
2022-03-14 14:00:00,41728
2022-03-14 14:05:00,19582
2022-03-14 14:10:00,23176
2022-03-14 14:15:00,16736
2022-03-14 14:20:00,28542
2022-03-14 14:25:00,15760
2022-03-14 14:30:00,9821
2022-03-14 14:35:00,16879
2022-03-14 14:40:00,14469
2022-03-14 14:45:00,12549
2022-03-14 14:50:00,21494
2022-03-14 14:55:00,30128
2022-03-14 15:00:00,68769
2022-03-14 21:05:00,77832
2022-03-14 21:10:00,39634
2022-03-14 21:15:00,23213
2022-03-14 21:20:00,16883
2022-03-14 21:25:00,20621
2022-03-14 21:30:00,14364
2022-03-14 21:35:00,12249
2022-03-14 21:40:00,17286
2022-03-14 21:45:00,7970
2022-03-14 21:50:00,14416
2022-03-14 21:55:00,10307
2022-03-14 22:00:00,17883
2022-03-14 22:05:00,28087
2022-03-14 22:10:00,11981
2022-03-14 22:15:00,13708
2022-03-14 22:20:00,10565
2022-03-14 22:25:00,35601
2022-03-14 22:30:00,13387
2022-03-14 22:35:00,8463
2022-03-14 22:40:00,11915
2022-03-14 22:45:00,8332
2022-03-14 22:50:00,16366
2022-03-14 22:55:00,12356
2022-03-14 23:00:00,16391
2022-03-15 09:05:00,33589
2022-03-15 09:10:00,22293
2022-03-15 09:15:00,14251
2022-03-15 09:20:00,11945
2022-03-15 09:25:00,44257
2022-03-15 09:30:00,42862
2022-03-15 09:35:00,27442
2022-03-15 09:40:00,32238
2022-03-15 09:45:00,22052
2022-03-15 09:50:00,17945
2022-03-15 09:55:00,15602
2022-03-15 10:00:00,15481
2022-03-15 10:05:00,116974
2022-03-15 10:10:00,97329
2022-03-15 10:15:00,57587
2022-03-15 10:35:00,76946
2022-03-15 10:40:00,25039
2022-03-15 10:45:00,21773
2022-03-15 10:50:00,27451
2022-03-15 10:55:00,58203
2022-03-15 11:00:00,23954
2022-03-15 11:05:00,18643
2022-03-15 11:10:00,15304
2022-03-15 11:15:00,11718
2022-03-15 11:20:00,10309
2022-03-15 11:25:00,18329
2022-03-15 11:30:00,29503
2022-03-15 13:35:00,64628
2022-03-15 13:40:00,18608
2022-03-15 13:45:00,22542
2022-03-15 13:50:00,22234
2022-03-15 13:55:00,11731
2022-03-15 14:00:00,8387
2022-03-15 14:05:00,14504
2022-03-15 14:10:00,17728
2022-03-15 14:15:00,28847
2022-03-15 14:20:00,10405
2022-03-15 14:25:00,11289
2022-03-15 14:30:00,17297
2022-03-15 14:35:00,25952
2022-03-15 14:40:00,13495
2022-03-15 14:45:00,13482
2022-03-15 14:50:00,18849
2022-03-15 14:55:00,17528
2022-03-15 15:00:00,28868
2022-03-15 21:05:00,76438
2022-03-15 21:10:00,34106
2022-03-15 21:15:00,45089
2022-03-15 21:20:00,24863
2022-03-15 21:25:00,21709
2022-03-15 21:30:00,9859
2022-03-15 21:35:00,7919
2022-03-15 21:40:00,11856
2022-03-15 21:45:00,9122
2022-03-15 21:50:00,15840
2022-03-15 21:55:00,8186
2022-03-15 22:00:00,5181
2022-03-15 22:05:00,11396
2022-03-15 22:10:00,21963
2022-03-15 22:15:00,11498
2022-03-15 22:20:00,19545
2022-03-15 22:25:00,8956
2022-03-15 22:30:00,4319
2022-03-15 22:35:00,12954
2022-03-15 22:40:00,19214
2022-03-15 22:45:00,25450
2022-03-15 22:50:00,19690
2022-03-15 22:55:00,14415
2022-03-15 23:00:00,14226
2022-03-16 09:05:00,56699
2022-03-16 09:10:00,15832
2022-03-16 09:15:00,14912
2022-03-16 09:20:00,47996
2022-03-16 09:25:00,15992
2022-03-16 09:30:00,14060
2022-03-16 09:35:00,12396
2022-03-16 09:40:00,11598
2022-03-16 09:45:00,14171
2022-03-16 09:50:00,10747
2022-03-16 09:55:00,7432
2022-03-16 10:00:00,11196
2022-03-16 10:05:00,19530
2022-03-16 10:10:00,15454
2022-03-16 10:15:00,7789
2022-03-16 10:35:00,12753
2022-03-16 10:40:00,12602
2022-03-16 10:45:00,14878
2022-03-16 10:50:00,8636
2022-03-16 10:55:00,10728
2022-03-16 11:00:00,10252
2022-03-16 11:05:00,13525
2022-03-16 11:10:00,7675
2022-03-16 11:15:00,14800
2022-03-16 11:20:00,16319
2022-03-16 11:25:00,12873
2022-03-16 11:30:00,10925
2022-03-16 13:35:00,95525
2022-03-16 13:40:00,45906
2022-03-16 13:45:00,17222
2022-03-16 13:50:00,13295
2022-03-16 13:55:00,9276
2022-03-16 14:00:00,17573
2022-03-16 14:05:00,31802
2022-03-16 14:10:00,29043
2022-03-16 14:15:00,18358
2022-03-16 14:20:00,16784
2022-03-16 14:25:00,18144
2022-03-16 14:30:00,14132
2022-03-16 14:35:00,16235
2022-03-16 14:40:00,24682
2022-03-16 14:45:00,12543
2022-03-16 14:50:00,27405
2022-03-16 14:55:00,27765
2022-03-16 15:00:00,51752
2022-03-16 21:05:00,84032
2022-03-16 21:10:00,26410
2022-03-16 21:15:00,24620
2022-03-16 21:20:00,26389
2022-03-16 21:25:00,19983
2022-03-16 21:30:00,13348
2022-03-16 21:35:00,14107
2022-03-16 21:40:00,18024
2022-03-16 21:45:00,24307
2022-03-16 21:50:00,10036
2022-03-16 21:55:00,12648
2022-03-16 22:00:00,7334
2022-03-16 22:05:00,9902
2022-03-16 22:10:00,8128
2022-03-16 22:15:00,25327
2022-03-16 22:20:00,24212
2022-03-16 22:25:00,12717
2022-03-16 22:30:00,17839
2022-03-16 22:35:00,24803
2022-03-16 22:40:00,12955
2022-03-16 22:45:00,16437
2022-03-16 22:50:00,9870
2022-03-16 22:55:00,8634
2022-03-16 23:00:00,28518
2022-03-17 09:05:00,54743
2022-03-17 09:10:00,21128
2022-03-17 09:15:00,13633
2022-03-17 09:20:00,9774
2022-03-17 09:25:00,12247
2022-03-17 09:30:00,6702
2022-03-17 09:35:00,8549
2022-03-17 09:40:00,15758
2022-03-17 09:45:00,9206
2022-03-17 09:50:00,9197
2022-03-17 09:55:00,6846
2022-03-17 10:00:00,18141
2022-03-17 10:05:00,26042
2022-03-17 10:10:00,14788
2022-03-17 10:15:00,7526
2022-03-17 10:35:00,19985
2022-03-17 10:40:00,7861
2022-03-17 10:45:00,5109
2022-03-17 10:50:00,7435
2022-03-17 10:55:00,5868
2022-03-17 11:00:00,10403
2022-03-17 11:05:00,20077
2022-03-17 11:10:00,14256
2022-03-17 11:15:00,14714
2022-03-17 11:20:00,9277
2022-03-17 11:25:00,8793
2022-03-17 11:30:00,27148
2022-03-17 13:35:00,59709
2022-03-17 13:40:00,23978
2022-03-17 13:45:00,25288
2022-03-17 13:50:00,14697
2022-03-17 13:55:00,4782
2022-03-17 14:00:00,10781
2022-03-17 14:05:00,21111
2022-03-17 14:10:00,10734
2022-03-17 14:15:00,6650
2022-03-17 14:20:00,6274
2022-03-17 14:25:00,7767
2022-03-17 14:30:00,8684
2022-03-17 14:35:00,8298
2022-03-17 14:40:00,27729
2022-03-17 14:45:00,35199
2022-03-17 14:50:00,15161
2022-03-17 14:55:00,16205
2022-03-17 15:00:00,35030
2022-03-17 21:05:00,59849
2022-03-17 21:10:00,21347
2022-03-17 21:15:00,14722
2022-03-17 21:20:00,13000
2022-03-17 21:25:00,8265
2022-03-17 21:30:00,12214
2022-03-17 21:35:00,19487
2022-03-17 21:40:00,34399
2022-03-17 21:45:00,14497
2022-03-17 21:50:00,10219
2022-03-17 21:55:00,11137
2022-03-17 22:00:00,13299
2022-03-17 22:05:00,9900
2022-03-17 22:10:00,7084
2022-03-17 22:15:00,4834
2022-03-17 22:20:00,9120
2022-03-17 22:25:00,8124
2022-03-17 22:30:00,6386
2022-03-17 22:35:00,19211
2022-03-17 22:40:00,17576
2022-03-17 22:45:00,9840
2022-03-17 22:50:00,27926
2022-03-17 22:55:00,12943
2022-03-17 23:00:00,20147
2022-03-18 09:05:00,31947
2022-03-18 09:10:00,16740
2022-03-18 09:15:00,11155
2022-03-18 09:20:00,9136
2022-03-18 09:25:00,18583
2022-03-18 09:30:00,12408
2022-03-18 09:35:00,11193
2022-03-18 09:40:00,8036
2022-03-18 09:45:00,11457
2022-03-18 09:50:00,4571
2022-03-18 09:55:00,9544
2022-03-18 10:00:00,7484
2022-03-18 10:05:00,7289
2022-03-18 10:10:00,9608
2022-03-18 10:15:00,16214
2022-03-18 10:35:00,21340
2022-03-18 10:40:00,9367
2022-03-18 10:45:00,4521
2022-03-18 10:50:00,11506
2022-03-18 10:55:00,7276
2022-03-18 11:00:00,6732
2022-03-18 11:05:00,5793
2022-03-18 11:10:00,4564
2022-03-18 11:15:00,6752
